<<<<<<< Updated upstream
,Provider.Name,Provider.State,Occupied.Beds.Per.100,Resource.Supply,Nursing.Staff,Confirmed.COVID.19.Per.1.000,Complete.Vaccination.Per.100,Health.Inspection.Rating,Staffing.Rating,QM.Rating,Overall.Rating
193,ADVENTHEALTH CARE CENTER OVERLAND PARK,KS,0.6470588235294118,4.0,0.8,263.825,90.72200000000001,2.0,4.0,4.0,3.0
194,ADVENTHEALTH CARE CENTER WATERMAN,FL,0.8138888888888889,3.8,1.0,57.29555555555555,83.7715,4.0,4.0,4.0,4.0
195,ADVENTHEALTH CARE CENTER ZEPHYRHILL NORTH,FL,0.8106194690265486,4.0,1.0,192.01100000000002,79.8475,2.0,5.0,3.0,3.0
196,ADVENTHEALTH CARE CENTER ZEPHYRHILLS SOUTH,FL,0.6768518518518519,4.0,0.6666666666666667,575.5988888888888,74.769,3.0,3.0,4.0,3.0
197,ADVENTHEALTH DADE CITY,FL,0.632183908045977,4.0,1.0,171.692,90.0,4.0,5.0,4.0,5.0
198,ADVENTIST HEALTH DELANO,CA,0.9098039215686274,4.0,1.0,59.338,81.818,5.0,3.0,5.0,5.0
199,ADVENTIST HEALTH SONORA - D/P SNF,CA,0.7784090909090908,4.0,1.0,355.413,94.445,4.0,5.0,2.0,5.0
200,ADVINIA CARE AT OF NAPLES,FL,0.9125,4.0,0.8,81.37899999999999,86.4865,5.0,3.0,5.0,5.0
201,ADVINIA CARE AT PROVINCETOWN,MA,0.8658536585365854,4.0,1.0,0.0,96.25,2.0,5.0,5.0,4.0
202,ADVINIA CARE AT VENICE,FL,0.6022222222222222,4.0,0.9,425.282,89.286,2.0,4.0,5.0,4.0
203,ADVINIACARE AT NORTHBRIDGE,MA,0.8092105263157895,3.0000000000000004,0.8,602.6030000000001,,,,,
204,"ADVOCATE HEALTHCARE OF EAST BOSTON, LLC",MA,0.5778947368421052,4.0,1.0,838.2450000000001,94.74,3.0,4.0,3.0,4.0
205,AERIUS HEALTH CENTER,MI,0.7291666666666666,4.0,1.0,521.13625,86.6785,3.0,3.0,4.0,3.0
206,AFFINITY HEALTHCARE CENTER,CA,0.9086538461538461,4.0,1.0,554.971,83.34700000000001,2.0,3.0,5.0,3.0
207,AFFINITY SKILLED LIVING AND REHABILITATION CENTER,NY,0.7257142857142856,4.0,1.0,232.612,89.7945,2.0,3.0,4.0,2.0
208,AFTENRO HOME,MN,0.9111111111111112,4.0,0.4,65.514,96.07799999999999,2.0,1.0,3.0,1.0
209,AFTON OAKS NURSING CENTER,TX,0.6515450361604208,4.0,0.8888888888888888,1072.996666666667,41.743,2.0,3.0,2.0,2.0
210,"AGAPE NURSING AND REHABILITATION CENTER, LLC",TN,0.7988095238095237,4.0,0.9,583.539,92.06700000000001,4.0,2.0,3.0,4.0
211,AGAWAM HEALTHCARE,MA,0.2761363636363636,4.0,1.0,163.36714285714285,0.0,1.0,3.0,3.0,1.0
212,AHAVA HEALTHCARE OF ALABASTER,AL,0.6964646464646465,4.0,1.0,444.05600000000004,,,,,
213,AHAVA HEALTHCARE OF CLARKSVILLE,TN,0.728688524590164,4.0,0.9,519.027,79.0705,4.0,2.0,3.0,4.0
214,AHC BETHESDA,TN,0.6775,4.0,0.0,684.744,81.367,2.0,2.0,3.0,2.0
215,AHC BRIGHT GLADE,TN,0.8556430446194225,4.0,0.9,527.501,89.47399999999999,,,,
216,AHC COVINGTON CARE,TN,0.673469387755102,4.0,1.0,341.79400000000004,83.1235,,,,
217,AHC CRESTVIEW,TN,0.6095652173913043,4.0,0.09999999999999998,293.024,87.31400000000001,1.0,2.0,2.0,1.0
218,AHC CUMBERLAND,TN,0.7558333333333334,4.0,0.30000000000000004,366.08400000000006,62.2635,2.0,5.0,4.0,3.0
219,AHC DECATUR COUNTY,TN,0.6352000000000001,4.0,1.0,98.382,85.333,1.0,3.0,4.0,1.0
220,AHC DYERSBURG,TN,0.7007692307692307,4.0,0.5,352.25000000000006,76.1905,2.0,4.0,4.0,3.0
221,AHC FOREST COVE,TN,0.44588235294117645,4.0,0.09999999999999998,152.643,81.548,2.0,3.0,1.0,1.0
222,AHC HARBOR VIEW,TN,0.870873786407767,4.0,0.30000000000000004,296.201,70.78699999999999,1.0,2.0,4.0,1.0
223,AHC HEALTHCARE OF SACRAMENTO,CA,0.9400000000000001,4.0,1.0,27.107000000000006,61.0105,,,,
224,AHC HUMBOLDT,TN,0.5292134831460674,4.0,1.0,220.44400000000002,87.2885,3.0,4.0,3.0,4.0
225,AHC LEWIS COUNTY,TN,0.6625954198473282,4.0,0.9,311.28899999999993,78.025,2.0,3.0,4.0,2.0
226,AHC LEXINGTON,TN,0.6050847457627119,4.0,1.0,663.5690000000001,88.3055,4.0,3.0,4.0,4.0
227,AHC MCKENZIE,TN,0.7393939393939394,4.0,1.0,718.805,84.6745,5.0,3.0,5.0,5.0
228,AHC MCNAIRY COUNTY,TN,0.7420634920634921,4.0,0.0,322.31699999999995,69.44149999999999,4.0,4.0,3.0,4.0
229,AHC MEADOWBROOK,TN,0.5277108433734939,4.0,0.30000000000000004,352.614,66.0,3.0,4.0,2.0,4.0
230,AHC MILLENIUM,AL,0.8692307692307691,4.0,0.6,27.514999999999997,81.928,1.0,5.0,3.0,2.0
231,AHC MT JULIET,TN,0.7283018867924529,4.0,1.0,507.1650000000001,90.63499999999999,1.0,4.0,4.0,2.0
232,AHC NORTHBROOKE,TN,0.7041666666666667,4.0,0.0,557.7,79.3955,3.0,2.0,2.0,3.0
233,AHC NORTHSIDE,TN,0.8191176470588236,4.0,1.0,591.303,81.45599999999999,3.0,2.0,2.0,3.0
234,AHC PARIS,TN,0.7244094488188977,4.0,1.0,702.1070000000001,81.679,1.0,3.0,1.0,1.0
235,AHC SAVANNAH,TN,0.8186440677966101,4.0,0.5,228.1,86.735,5.0,3.0,2.0,5.0
236,AHC UNION CITY,TN,0.5591304347826087,4.0,0.19999999999999996,630.7560000000001,71.774,3.0,3.0,3.0,3.0
237,AHC VANAYER,TN,0.6590361445783133,4.0,0.30000000000000004,409.456,77.586,4.0,3.0,3.0,4.0
238,AHC VANCO,TN,0.74,4.0,0.8,420.8860000000001,79.2405,1.0,3.0,2.0,1.0
239,AHC WAVERLY,TN,0.5,4.0,0.9,55.658,82.94749999999999,1.0,2.0,2.0,1.0
240,AHC WEST TENNESSEE TRANSITIONAL CARE,TN,0.7194029850746269,4.0,1.0,428.31100000000004,69.73400000000001,4.0,5.0,3.0,5.0
241,AHC WESTWOOD,TN,0.5222222222222223,4.0,1.0,550.4250000000001,88.2335,5.0,4.0,2.0,5.0
242,AHMC SETON MEDICAL CENTER,CA,0.7091541135573581,4.0,1.0,224.81899999999996,93.443,2.0,1.0,4.0,1.0
243,AHVA CARE OF STICKNEY,IL,0.7568627450980392,4.0,1.0,97.88,94.87200000000001,4.0,3.0,3.0,4.0
244,AHVA CARE OF WINFIELD,IL,0.9021739130434783,4.0,0.8,633.395,97.6375,4.0,2.0,4.0,4.0
245,AICOTA HEALTH CARE CENTER,MN,0.68,4.0,0.5,621.247,98.039,2.0,5.0,5.0,4.0
246,AIDAN SENIOR LIVING AT REEDSPORT,OR,0.5655172413793103,4.0,0.19999999999999996,0.0,76.7975,4.0,5.0,4.0,5.0
247,AITKIN HEALTH SERVICES,MN,0.8772727272727273,4.0,1.0,96.41300000000001,86.764,2.0,5.0,5.0,4.0
248,"AKRON  CARE CENTER, INC",IA,0.9333333333333333,4.0,1.0,243.247,95.455,4.0,5.0,4.0,5.0
249,ALAMANCE HEALTH CARE CENTER,NC,0.8144444444444444,3.8333333333333335,1.0,849.342,83.898,2.0,2.0,4.0,2.0
250,ALAMEDA CARE CENTER,CA,0.8415730337078652,4.0,1.0,387.449,93.46799999999999,3.0,4.0,5.0,5.0
251,ALAMEDA CENTER FOR REHABILITATION AND HEALTHCARE,NJ,0.7116,4.0,1.0,467.02199999999993,87.09649999999999,2.0,3.0,4.0,2.0
252,ALAMEDA COUNTY MEDICAL CENTER D/P SNF,CA,0.9660550458715597,4.0,1.0,83.55199999999999,94.175,3.0,5.0,3.0,4.0
253,ALAMEDA HEALTHCARE & WELLNESS CENTER,CA,0.7710843373493976,4.0,1.0,409.72800000000007,70.37,2.0,2.0,2.0,2.0
254,ALAMEDA HOSPITAL D/P SNF,CA,0.8643162393162395,4.0,1.0,662.2860000000001,91.215,5.0,4.0,4.0,5.0
255,ALAMEDA OAKS NURSING CENTER,TX,0.4164383561643835,4.0,1.0,599.551,76.19749999999999,2.0,3.0,4.0,2.0
256,ALAMITOS BELMONT REHAB HOSPITA,CA,0.648936170212766,4.0,1.0,567.7529999999999,91.577,3.0,4.0,5.0,5.0
257,ALAMITOS WEST HEALTH & REHABILITATION,CA,0.728,4.0,1.0,948.15,78.295,3.0,3.0,3.0,3.0
258,ALAMO HEIGHTS FOR CLINICALLY COMPLEX CARE,TX,0.25594405594405595,4.0,0.9,806.4730000000002,86.6135,2.0,3.0,1.0,1.0
259,ALAMO HEIGHTS HEALTH AND REHABILITATION CENTER,TX,0.420253164556962,4.0,1.0,414.00699999999995,84.037,1.0,2.0,3.0,1.0
260,ALAMO NURSING AND REHABILITATION CENTER,TN,0.5727272727272728,4.0,1.0,365.04100000000005,74.8575,5.0,3.0,2.0,5.0
261,ALAMO NURSING HOME INC,MI,0.759,4.0,0.9,640.675,92.856,1.0,5.0,5.0,2.0
262,ALARIS HEALTH AT BELGROVE,NJ,0.5191666666666667,4.0,1.0,355.41700000000003,76.47749999999999,4.0,4.0,4.0,4.0
263,ALARIS HEALTH AT BOULEVARD EAST,NJ,0.6635802469135803,4.0,1.0,27.973333333333333,,,,,
264,ALARIS HEALTH AT CASTLE HILL,NJ,0.5716279069767443,4.0,1.0,90.46,93.3275,2.0,4.0,5.0,4.0
265,ALARIS HEALTH AT CEDAR GROVE,NJ,0.5970483005366727,4.0,1.0,136.46999999999997,95.05099999999999,4.0,4.0,5.0,5.0
266,ALARIS HEALTH AT ESSEX,NJ,0.569811320754717,4.0,1.0,257.377,72.0515,2.0,4.0,4.0,3.0
267,ALARIS HEALTH AT HAMILTON PARK,NJ,0.5092307692307693,4.0,1.0,98.002,75.8125,3.0,2.0,5.0,4.0
268,ALARIS HEALTH AT HARBOR VIEW,NJ,0.6888888888888889,4.0,1.0,39.447,76.49199999999999,4.0,3.0,5.0,5.0
269,ALARIS HEALTH AT JERSEY CITY,NJ,0.5966573816155989,3.8333333333333335,0.9,24.076999999999998,86.3845,3.0,4.0,4.0,4.0
270,ALARIS HEALTH AT KEARNY,NJ,0.7658333333333334,4.0,1.0,150.93800000000002,93.475,3.0,4.0,4.0,4.0
271,ALARIS HEALTH AT RIVERTON,NJ,0.5081967213114754,4.0,1.0,67.65899999999999,84.697,3.0,5.0,3.0,4.0
272,ALARIS HEALTH AT ROCHELLE PARK,NJ,0.5787234042553191,3.8,1.0,187.086,,,,,
273,ALARIS HEALTH AT ST MARY'S,NJ,0.7425531914893617,3.6666666666666665,1.0,94.15700000000001,84.655,1.0,4.0,5.0,2.0
274,ALARIS HEALTH AT THE CHATEAU,NJ,0.7163904235727441,3.8333333333333335,1.0,107.00600000000001,91.1325,5.0,5.0,5.0,5.0
275,ALARIS HEALTH AT THE FOUNTAINS,NJ,0.6805389221556887,4.0,1.0,249.27000000000004,89.4235,3.0,4.0,5.0,5.0
276,ALARIS HEALTH AT WEST ORANGE,NJ,0.7566666666666666,3.8333333333333335,1.0,93.244,82.38499999999999,3.0,3.0,5.0,4.0
277,ALASKA GARDENS HEALTH AND REHABILITATION,WA,0.5821138211382113,4.0,1.0,363.41999999999996,82.69200000000001,2.0,4.0,5.0,4.0
278,ALBANY HEALTH CARE & REHABILITATION CENTER,IN,0.696078431372549,4.0,1.0,837.257,80.86,2.0,3.0,2.0,2.0
279,ALBEMARLE HEALTH & REHABILITATION CENTER,VA,0.7608333333333334,3.8333333333333335,0.7,209.719,88.105,2.0,4.0,4.0,3.0
280,ALBERTVILLE NURSING HOME,AL,0.9119496855345912,4.0,1.0,567.7280000000001,94.48299999999999,4.0,4.0,3.0,4.0
281,ALBUQUERQUE HEIGHTS HEALTHCARE AND REHABILITATION,NM,0.8007462686567164,2.5,1.0,373.32300000000004,70.76899999999999,4.0,5.0,5.0,5.0
282,"ALCESTER CARE AND REHAB CENTER, INC",SD,0.8157303370786516,4.0,0.8,645.464,95.30349999999999,1.0,3.0,1.0,1.0
283,ALCOA PINES HEALTH AND REHABILITATION,AR,0.6033333333333334,4.0,1.0,819.3459999999999,92.0,3.0,3.0,5.0,4.0
284,ALCOTT REHABILITATION HOSPITAL,CA,0.7851239669421488,4.0,1.0,402.775,98.684,3.0,4.0,5.0,5.0
285,ALDEN COURT NURSING CARE & REHABILITATION CENTER,MA,0.7992957746478874,4.0,1.0,427.43199999999996,96.92299999999999,5.0,3.0,4.0,5.0
286,ALDEN COURTS OF SHOREWOOD,IL,0.778,4.0,1.0,402.586,86.04700000000001,4.0,5.0,2.0,5.0
287,ALDEN COURTS OF WATERFORD,IL,0.603125,4.0,1.0,90.98000000000002,84.615,4.0,4.0,3.0,4.0
288,ALDEN DEBES REHAB & HCC,IL,0.5492537313432836,4.0,1.0,148.252,73.214,3.0,2.0,5.0,4.0
289,ALDEN DES PLAINES REHAB & HC,IL,0.6227272727272727,4.0,1.0,310.347,70.88600000000001,2.0,3.0,4.0,2.0
290,ALDEN ESTATES CTS OF HUNTLEY,IL,0.47000000000000003,4.0,1.0,171.402,86.538,5.0,4.0,4.0,5.0
291,ALDEN ESTATES OF BARRINGTON,IL,0.7873333333333333,4.0,1.0,359.521,69.672,2.0,2.0,2.0,2.0
292,"ALDEN ESTATES OF COUNTRYSIDE, INC",WI,0.8666666666666667,4.0,1.0,310.75100000000003,82.258,1.0,3.0,5.0,2.0
293,ALDEN ESTATES OF EVANSTON,IL,0.4828282828282828,4.0,1.0,391.031,98.551,5.0,3.0,5.0,5.0
294,ALDEN ESTATES OF NAPERVILLE,IL,0.5152709359605911,4.0,1.0,74.96200000000002,73.881,3.0,3.0,3.0,3.0
295,ALDEN ESTATES OF NORTHMOOR,IL,0.7631313131313131,4.0,1.0,272.177,77.301,3.0,3.0,4.0,3.0
296,ALDEN ESTATES OF ORLAND PARK,IL,0.5670000000000001,4.0,1.0,111.298,56.934,2.0,3.0,5.0,3.0
297,ALDEN ESTATES OF SHOREWOOD,IL,0.638,3.8333333333333335,1.0,173.19400000000002,78.571,4.0,5.0,5.0,5.0
298,ALDEN ESTATES OF SKOKIE,IL,0.3946428571428572,4.0,1.0,144.793,82.353,5.0,5.0,5.0,5.0
299,ALDEN LAKELAND REHAB & HCC,IL,0.45433333333333337,4.0,1.0,298.008,82.87700000000001,3.0,3.0,2.0,3.0
300,ALDEN LINCOLN REHAB & H C CTR,IL,0.80625,4.0,1.0,290.92600000000004,88.75,4.0,2.0,4.0,4.0
301,ALDEN LONG GROVE REHAB &HC CTR,IL,0.5754098360655738,4.0,1.0,478.808,82.609,1.0,2.0,4.0,1.0
302,ALDEN MEADOW PARK HCC,WI,0.6351063829787235,4.0,1.0,527.472,74.138,2.0,1.0,5.0,2.0
303,ALDEN NORTH SHORE REHAB & HCC,IL,0.42473118279569894,4.0,1.0,151.13600000000002,70.175,5.0,4.0,4.0,5.0
304,ALDEN OF WATERFORD,IL,0.6474747474747474,3.333333333333333,1.0,285.501,82.051,4.0,4.0,3.0,4.0
305,ALDEN PARK STRATHMOOR,IL,0.7047619047619047,4.0,1.0,390.38800000000003,72.059,4.0,2.0,5.0,5.0
306,ALDEN POPLAR CREEK REHAB & HCC,IL,0.6990783410138248,4.0,1.0,756.115,91.02600000000001,1.0,3.0,4.0,1.0
307,ALDEN TERRACE CONVALESCENT HOSPITAL,CA,0.7485714285714286,4.0,1.0,791.6320000000001,96.875,2.0,3.0,5.0,3.0
308,ALDEN TERRACE OF MCHENRY REHAB,IL,0.414873417721519,3.8333333333333335,1.0,123.005,78.358,2.0,2.0,2.0,2.0
309,ALDEN TOWN MANOR REHAB & HCC,IL,0.6457831325301205,3.8333333333333335,1.0,490.50700000000006,82.803,2.0,2.0,3.0,2.0
310,ALDEN VALLEY RIDGE REHAB & HCC,IL,0.7024154589371981,4.0,1.0,137.195,80.263,2.0,3.0,4.0,2.0
311,ALDERCREST HEALTH & REHAB CENTER,WA,0.7564356435643564,3.8333333333333335,0.4,251.06199999999998,74.8685,1.0,4.0,2.0,2.0
312,ALDERSLY SKILLED NURSING FACILITY,CA,0.6849999999999999,4.0,1.0,0.0,100.0,3.0,5.0,5.0,5.0
313,ALDERSON CONVALESCENT HOSPITAL,CA,0.6340762041696621,4.0,1.0,725.6429999999999,97.895,2.0,4.0,4.0,3.0
314,ALDERWOOD MANOR,WA,0.6702380952380952,4.0,0.09999999999999998,565.8459999999999,67.6165,1.0,4.0,5.0,2.0
315,ALDERWOOD PARK HEALTH AND REHABILITATION,WA,0.6676470588235294,4.0,0.9,101.83000000000001,89.007,2.0,4.0,5.0,4.0
316,ALEDO REHAB & HEALTH CARE CENTER,IL,0.5275000000000001,3.8333333333333335,0.6,719.742,83.484,1.0,2.0,4.0,1.0
317,"ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSIN",FL,0.6983333333333334,4.0,1.0,1130.292,82.1645,,,,
318,ALEXANDRIA CARE CENTER,CA,0.788135593220339,4.0,1.0,493.962,76.902,1.0,3.0,5.0,2.0
319,ALEXANDRIA CARE CENTER,CA,0.788135593220339,4.0,1.0,493.962,76.902,4.0,1.0,5.0,4.0
320,ALEXANDRIA CARE CENTER,IN,0.5257142857142857,4.0,1.0,512.314,98.684,1.0,3.0,5.0,2.0
321,ALEXANDRIA CARE CENTER,IN,0.5257142857142857,4.0,1.0,512.314,98.684,4.0,1.0,5.0,4.0
322,ALEXANDRIA PLACE,NC,0.758,3.3333333333333335,0.09999999999999998,116.702,83.673,1.0,2.0,1.0,1.0
323,ALEXIAN VILLAGE OF MILWAUKEE,WI,0.6074074074074074,4.0,0.8,500.88200000000006,78.2685,1.0,5.0,3.0,2.0
324,ALFREDO GONZALEZ TEXAS STATE VETERANS HOME,TX,0.8243750000000001,4.0,1.0,377.167,92.90799999999999,2.0,3.0,5.0,3.0
325,ALGART HEALTH CARE,OH,0.9500000000000001,4.0,1.0,508.44300000000004,89.2425,3.0,1.0,5.0,3.0
326,ALGOMA MEDICAL CENTER,WI,0.6261904761904762,4.0,0.6,611.079,88.462,4.0,5.0,4.0,5.0
327,ALGONA MANOR CARE CENTER,IA,0.5666666666666667,4.0,0.0,687.274,90.19149999999999,2.0,4.0,4.0,3.0
328,ALHAMBRA CONVALESCENT HOSPITAL,CA,0.8363636363636363,4.0,0.8,148.0,97.29700000000001,4.0,1.0,3.0,3.0
329,ALHAMBRA HEALTH AND REHABILITATION CENTER,FL,0.8583333333333333,4.0,1.0,288.09299999999996,90.77199999999999,3.0,5.0,3.0,4.0
330,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",CA,0.7195876288659794,4.0,1.0,248.74099999999999,,2.0,3.0,4.0,2.0
331,ALHAMBRA HOSPITAL MED CTR DP/SNF,CA,0.9346153846153846,4.0,1.0,0.0,95.644,4.0,4.0,5.0,5.0
332,ALHAMBRA REHAB & HEALTHCARE,IL,0.45879458794587946,4.0,1.0,71.225,85.89750000000001,1.0,1.0,1.0,1.0
333,ALICE BYRD TAWES NURSING HOME,MD,0.95,3.3333333333333335,0.9,320.895,90.6645,3.0,5.0,3.0,4.0
334,ALICE HYDE MEDICAL CENTER,NY,0.8933333333333333,4.0,0.8,146.44299999999998,92.06299999999999,1.0,3.0,2.0,1.0
335,ALICEVILLE MANOR NURSING HOME,AL,0.7463917525773196,4.0,1.0,481.034,80.7145,3.0,5.0,3.0,4.0
336,ALL AMERICAN NURSING HOME,IL,0.8881944444444445,4.0,1.0,169.405,97.0035,2.0,1.0,5.0,2.0
337,ALL SAINT'S MAUBERT,CA,0.9,4.0,1.0,0.0,80.0,5.0,5.0,4.0,5.0
338,ALL SAINT'S SUBACUTE & TRANSITIONAL CARE,CA,0.8714285714285714,4.0,1.0,0.0,78.689,5.0,4.0,4.0,5.0
339,ALL SAINTS HEALTHCARE SUBACUTE,CA,0.8828125,4.0,1.0,15.953999999999997,62.162,2.0,4.0,5.0,4.0
340,ALLAIRE REHAB & NURSING,NJ,0.6885057471264368,4.0,1.0,385.6719999999999,84.7515,2.0,4.0,4.0,3.0
341,ALLAY HEALTH AND REHAB,AR,0.4155251141552511,4.0,0.8,135.907,66.7855,2.0,4.0,1.0,2.0
342,ALLEGAN COUNTY MEDICAL CARE FA,MI,0.6771428571428572,4.0,1.0,0.0,97.561,5.0,5.0,3.0,5.0
343,ALLEGANY HEALTH NURSING AND REHAB,MD,0.6862745098039216,3.1666666666666665,1.0,541.469,85.65099999999998,4.0,3.0,5.0,5.0
344,ALLEGHANY CENTER,NC,0.7966666666666667,2.5,1.0,528.644,83.117,1.0,4.0,2.0,2.0
345,ALLEGHANY HEALTH AND REHAB,VA,0.8066666666666666,4.0,1.0,131.06900000000002,93.3905,4.0,4.0,2.0,4.0
346,ALLEGIANT HEALTHCARE OF MESA,AZ,0.5907608695652175,4.0,0.9,320.10200000000003,74.72749999999999,1.0,3.0,4.0,1.0
347,"ALLEGIANT HEALTHCARE OF PHOENIX, LLC",AZ,0.7216666666666666,4.0,1.0,49.436,51.8025,1.0,3.0,4.0,1.0
348,ALLEGIANT WELLNESS AND REHAB,TX,0.47333333333333333,4.0,1.0,192.158,76.6075,5.0,3.0,2.0,5.0
349,ALLEGRA NURSING AND REHAB,MI,0.6609756097560976,4.0,1.0,275.151,62.903,3.0,3.0,4.0,3.0
350,ALLEGRIA AT THE FOUNTAINS,NJ,0.861111111111111,4.0,1.0,610.8044444444445,96.36399999999999,4.0,1.0,5.0,4.0
351,ALLEGRIA VILLAGE,MI,0.5584269662921348,4.0,0.0,165.218,80.76899999999999,,,,
352,ALLEN HEALTH AND REHABILITATION,AL,0.5680672268907563,4.0,0.5,631.8879999999999,89.23100000000001,3.0,4.0,3.0,4.0
353,ALLEN MORGAN HEALTH AND REHABILITATION CENTER,TN,0.7076923076923076,4.0,0.6666666666666667,200.87899999999996,97.4515,4.0,4.0,5.0,5.0
354,ALLEN OAKS NURSING AND REHAB CENTER,LA,0.798901098901099,4.0,0.8,683.976,80.333,3.0,1.0,1.0,1.0
355,ALLEN VIEW HEALTHCARE CENTER,OH,0.7642857142857142,4.0,0.7,755.878,83.854,1.0,1.0,4.0,1.0
356,ALLENBROOKE NURSING AND REHABILITATION CENTER,TN,0.8222222222222222,4.0,0.9,375.82800000000003,58.156000000000006,5.0,2.0,4.0,5.0
357,ALLENDALE NURSING AND REHABILITATION COMMUNITY,MI,0.8833333333333333,4.0,1.0,164.32600000000002,86.0895,2.0,3.0,5.0,3.0
358,ALLENDALE REHABILITATION AND HEALTHCARE CENTER,NJ,0.5165394402035624,4.0,0.9,493.096,69.81349999999999,,,,
359,ALLIANCE HEALTH AND REHABILITATION CENTER,FL,0.8,4.0,0.7,197.974,75.29050000000001,2.0,5.0,4.0,3.0
360,ALLIANCE HEALTH AT ABBOTT,MA,0.6636363636363637,4.0,1.0,659.735,95.0,3.0,5.0,5.0,5.0
361,ALLIANCE HEALTH AT BALDWINVILLE,MA,0.7680851063829788,4.0,0.9,970.949,91.139,5.0,4.0,2.0,5.0
362,ALLIANCE HEALTH AT BRAINTREE,MA,0.7425742574257426,4.0,1.0,1059.822,83.486,2.0,4.0,5.0,4.0
363,ALLIANCE HEALTH AT DEVEREUX,MA,0.6109375,4.0,1.0,1463.239,95.556,4.0,5.0,5.0,5.0
364,ALLIANCE HEALTH AT MARIE ESTHER,MA,0.8416666666666667,4.0,1.0,520.545,100.0,4.0,4.0,5.0,5.0
365,ALLIANCE HEALTH AT MARINA BAY,MA,0.7227544910179641,4.0,1.0,499.371,90.27799999999999,4.0,3.0,4.0,4.0
366,ALLIANCE HEALTH AT ROSEWOOD,MA,0.6933333333333332,4.0,1.0,951.801,99.16,3.0,4.0,3.0,4.0
367,ALLIANCE HEALTH AT WEST ACRES,MA,0.74,4.0,0.8,1055.3160000000003,94.78299999999999,3.0,4.0,4.0,4.0
368,ALLIED SERVICES CENTER CITY SKILLED NURSING,PA,0.85,4.0,0.8,330.736,97.959,3.0,4.0,5.0,5.0
369,ALLIED SERVICES MEADE STREET SKILLED NURSING,PA,0.7556390977443609,4.0,1.0,352.148,95.575,1.0,3.0,4.0,1.0
370,ALLIED SERVICES SKILLED NURSING CENTER,PA,0.6658536585365853,4.0,1.0,578.866,88.095,2.0,3.0,5.0,3.0
371,ALLIED SERVICES TRANSITIONAL REHAB UNIT,PA,0.49803921568627446,4.0,1.0,154.26000000000005,83.333,4.0,5.0,5.0,5.0
372,ALLIS CARE CENTER,WI,0.6789473684210526,4.0,1.0,58.69699999999999,67.6115,,,,
373,ALLISON CARE CENTER,CO,0.6531728665207878,4.0,1.0,514.296,98.413,3.0,4.0,2.0,4.0
374,ALLISON POINTE HEALTHCARE CENTER,IN,0.8916666666666667,4.0,0.9,61.422000000000004,68.01650000000001,1.0,1.0,5.0,2.0
375,ALLISONVILLE MEADOWS,IN,0.6813664596273292,4.0,1.0,459.326,92.92,2.0,4.0,5.0,4.0
376,ALLURE OF GALESBURG,IL,0.8403846153846154,4.0,1.0,313.29,94.741,1.0,1.0,4.0,1.0
377,ALLURE OF GENESEO,IL,0.6916666666666667,4.0,1.0,531.641,91.7585,3.0,2.0,3.0,3.0
378,ALLURE OF LAKE STOREY,IL,0.34555555555555556,4.0,1.0,484.054,88.38550000000001,2.0,1.0,3.0,1.0
379,ALLURE OF MOLINE,IL,0.7458333333333333,4.0,1.0,150.869,94.25299999999999,2.0,1.0,3.0,1.0
380,ALLURE OF MT CARROLL,IL,0.6347222222222223,4.0,1.0,294.658,90.4765,4.0,4.0,4.0,4.0
381,ALLURE OF PROPHETSTOWN,IL,0.5642857142857143,4.0,1.0,668.097,94.8175,4.0,2.0,2.0,4.0
382,ALLURE OF STOCKTON,IL,0.6795918367346938,4.0,0.9,524.6030000000001,96.6665,,,,
383,ALMA MANOR,KS,0.5387755102040817,4.0,0.6666666666666667,518.499,86.84200000000001,3.0,1.0,4.0,2.0
384,ALMA NURSING AND REHAB,AR,0.72,3.8333333333333335,1.0,473.65200000000004,83.62199999999999,4.0,2.0,3.0,4.0
385,ALMADEN HEALTH AND REHABILITATION  CENTER,CA,0.9285714285714286,4.0,1.0,198.471,81.579,3.0,4.0,4.0,4.0
386,ALOHA NURSING & REHAB CENTRE,HI,0.8384615384615385,4.0,0.4,20.767000000000003,97.643,4.0,5.0,5.0,5.0
387,ALPHA HOME - A WATERS COMMUNITY,IN,,,,,,1.0,1.0,5.0,2.0
388,ALPINE FIRESIDE HEALTH CENTER,IL,0.4657687991021325,4.0,0.8888888888888888,587.4100000000001,88.167,4.0,2.0,4.0,4.0
389,ALPINE HEALTH AND REHABILITATION CENTER,FL,0.8649122807017543,3.8333333333333335,1.0,403.965,96.491,5.0,3.0,4.0,5.0
390,ALPINE HEALTH AND REHABILITATION OF ASHEBORO,NC,0.4941176470588235,3.6666666666666665,1.0,347.851,87.25399999999999,2.0,2.0,2.0,2.0
391,ALPINE HEALTHCARE CENTER,NH,0.7505882352941177,2.5,1.0,188.96099999999998,92.2675,2.0,4.0,3.0,3.0
392,ALPINE MEADOW REHABILITATION AND NURSING,UT,,,,,,,,,
393,ALPINE NURSING HOME INC,RI,0.8733333333333333,4.0,0.8,670.534,100.0,2.0,4.0,5.0,4.0
394,ALPINE REHABILITATION AND NURSING CENTER,NY,0.8800000000000001,4.0,1.0,454.418,95.946,3.0,3.0,3.0,3.0
